"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
OCT03,0.1068626956,0.2938724129,0.2404410651,0,0,0.0534313478,0,44.722038107,2.1372539119,20.945088337,3.2058808679,18.43381499,11.16715169,2.7517144116,8.4154372781,3.9806354109,1.9502441946,2.0303912163,11.941906233,0.7213231953,0.0801470217,1.7098031295,9.4306328863,72.212466549,130.61292969,71.865162788,70.449232071,1.4159307166,16.296561078,42.451205825,3.179165194,108.35877333,29.654398028,240.46778076,17.204893991,31.978661657,76.647268416,114.6369567,48.916398909,0.8816172387,4.8622526496,11.728180842,0,31.444348179,19.395579251,2.8051457594,6.7857811703,9.6176426036,0.1870097173,580.58502517,163.39306157,0.4274507824,45.950959106,34.409787982,36.279885155,46.324978541,2.6715673899,0,0,0.3205880868,2.2441166075,0,0,0.0801470217,0.0267156739,7.6941140829,0,20.891656989,12.876954819,10.980141972,0.2938724129,1.9502441946,0.3473037607,5.7171542144,2.6715673899,71.143839593,1.0953426299,31.524495201,3.8203413675,34.703660395,0.2404410651,81.40265837,3.6333316502,60.350707338,17.231609665,0.1870097173,6.331614714,377.62605056
NOV03,0.1068626956,0.4541664563,0.3473037607,0,0,0.1068626956,0,46.992870388,2.0838225641,21.71984288,4.0874981065,19.101706838,14.105875819,2.6181360421,11.487739777,4.5149488889,2.2174009336,2.2975479553,11.995337581,0.8281858909,0.1870097173,1.6830874556,9.2970545168,78.170061828,131.68155665,75.418347417,73.842122656,1.57622476,15.41494384,40.848265391,3.2860278896,95.241377449,30.536015266,238.81140898,17.391903708,38.390423393,70.449232071,112.57984981,47.607330888,0.6678918475,4.8622526496,7.7208297568,0,34.356356634,15.7622476,2.9654398028,4.0340667587,8.3085745825,0.4541664563,562.92596472,89.150203801,0.2137253912,40.180373544,4.5149488889,4.0607824326,40.180373544,1.5495090861,0,0,0.0801470217,1.2556366732,0.0801470217,0,0.1068626956,0.0267156739,9.3772015385,0.0267156739,20.250480815,6.5186244313,11.380877081,0.4541664563,2.1372539119,0.4541664563,5.289703432,3.0455868245,77.528885655,1.3892150427,31.818367614,2.7784300855,41.542872913,0.6678918475,88.081576845,3.6066159763,65.052665944,19.235285207,0.1870097173,2.8318614333,307.36382821
DEC03,0.0534313478,0.6144604997,0.3205880868,0,0,0.2938724129,0,44.481597042,1.7899501512,20.49092188,3.7669100197,18.43381499,10.285534451,2.6181360421,7.667398409,4.5950959106,2.1906852597,2.4044106509,13.304405602,0.6411761736,0.2938724129,1.6830874556,10.68626956,73.334524852,135.87591745,77.956336437,76.620552742,1.3357836949,16.189698383,41.72988263,3.3394592374,102.37446238,33.020572939,237.98322309,17.605629099,32.7534162,71.491143353,116.13303444,44.775469455,4.0340667587,6.4651930835,10.525975516,0,23.750234096,15.628669231,2.5914203682,3.2593122157,9.6977896253,0.0801470217,572.99777378,90.86000693,0.5075978041,40.073510848,4.6485272584,5.7973012361,39.833069783,1.4159307166,0,0.0267156739,0,1.3357836949,0.0534313478,0,0,0,10.018377712,0.0267156739,23.857096792,6.9727908876,11.16715169,0.3740194346,2.5647046943,0.5075978041,4.8355369757,2.8852927811,77.902905089,1.2022053254,33.341161026,3.9004883892,39.459050349,0.3740194346,89.604370257,3.3928905852,67.724233334,18.353667969,0.1335783695,3.2593122157,315.4586774
JAN04,0.1566591905,0.2088789207,0.1566591905,0,0.0522197302,0,0,41.305806573,2.0887892072,18.564114079,3.3942824617,17.258620825,14.151546879,3.7337107079,10.417836171,4.9347645021,2.2715582629,2.6632062392,12.349966188,0.8094058178,0.0783295953,1.3838228498,10.078407925,73.107622253,144.43977368,85.457588441,84.334864242,1.1227241989,16.266445951,42.715739288,3.8903698985,101.85458372,34.360582459,241.25515343,15.979237435,30.104674449,75.222521325,119.94872022,73.577599825,1.7493609611,6.3446972169,24.830481701,0,40.653059946,15.195941483,2.9243048901,3.4987219221,8.6423653449,0.1305493255,614.5740045,81.018911375,0.1827690556,35.770515174,4.4125672003,2.6370963741,38.015963572,3.4465021919,0.0783295953,0.0261098651,0.2349887858,3.0026344854,0,0,0.1044394604,0,7.4413115507,0,22.558923438,8.1723877733,10.522275631,0.3916479764,2.2193385327,0.4699775716,5.2219730181,2.2193385327,73.995357666,1.2532735243,30.861860537,4.6736658512,37.206557754,0.5221973018,88.17301441,2.9765246203,65.379102186,19.739058008,0.0783295953,3.1331838108,298.98406515
FEB04,0.1566591905,0.2349887858,0.2349887858,0,0,0,0,44.021232542,2.1148990723,20.470134231,3.1331838108,18.303015428,13.603239712,2.610986509,10.992253203,4.621446121,2.3759977232,2.2454483978,14.934842832,0.7832959527,0.0522197302,1.6188116356,12.480515513,77.572409183,132.89921331,81.488888947,79.974516772,1.5143721752,14.647634316,36.762690047,3.1070739457,90.235693752,32.585111633,222.87380841,15.457040133,28.120324702,70.992723181,108.30372039,112.58573827,1.8015806912,5.0914236926,20.15681585,0,85.535918036,16.031457165,3.3420627316,3.5248317872,8.9817935911,0.1827690556,610.31809649,84.204314916,0.3916479764,37.363216944,4.6997757163,3.1331838108,38.616490469,2.3498878581,0,0,0.1566591905,2.1148990723,0.0261098651,0,0.0261098651,0.0261098651,7.806849662,0,19.242970572,6.7102353282,10.496165766,0.4699775716,2.3759977232,0.3394282462,4.5431165257,2.7676456996,68.799494513,1.2532735243,29.03416998,4.8825447719,33.629506236,0.5221973018,80.679483129,3.3942824617,61.070974446,16.083676896,0.1305493255,2.9504147552,283.7620138
MAR04,0,0.3133183811,0.1827690556,0,0.0261098651,0.1044394604,0,44.93507782,1.5665919054,20.757342747,3.0809640807,19.530179088,15.039282292,3.4987219221,11.54056037,4.7258855813,1.9843497469,2.7415358345,16.449215007,0.7310762225,0.1305493255,1.5927017705,13.994887688,81.462779082,144.51810327,83.264359773,81.749987598,1.5143721752,15.561479594,45.692263908,3.0026344854,93.629976214,35.117768546,250.05417797,16.449215007,33.551176641,79.034561628,121.01922469,109.84420244,1.2793833894,6.1097084311,13.498800252,0,88.956310363,17.571939206,3.5770515174,3.759820573,9.9739684645,0.2610986509,653.73880213,95.770985151,1.0182847385,42.271871581,4.1514685494,4.3081277399,44.021232542,1.6188116356,0,0.0261098651,0.1305493255,1.2793833894,0,0,0.0261098651,0.1566591905,7.806849662,0,20.36569477,7.3368720904,10.626715092,0.4438677065,2.9504147552,0.2610986509,4.8825447719,2.0887892072,68.851714243,1.4099327149,27.754786591,5.195863153,34.491131784,0.1305493255,77.337420398,3.5770515174,55.352913991,18.250795698,0.1566591905,3.6031613825,293.44877375
APR04,0.2088789207,0.3916479764,0.2088789207,0.0261098651,0,0.1566591905,0,36.658250587,1.8015806912,16.188116356,3.185403541,15.483149999,15.013172427,3.9425896286,11.070582798,3.9948093588,1.7493609611,2.2454483978,15.326490808,1.0966143338,0.1305493255,1.9582398818,12.141087267,71.593250078,131.61982992,75.170301595,73.969247801,1.2010537942,14.203766609,42.245761716,2.9765246203,94.361052436,28.538082544,215.45860673,15.822578245,27.963665512,70.705514665,100.9668483,52.950806403,2.5326569138,6.083598566,11.43612091,0,32.898430014,13.368250926,2.4804371836,2.6370963741,8.094058178,0.1566591905,539.27315358,93.551646619,0.2610986509,38.616490469,3.8120403032,9.1906725118,41.671344684,2.7415358345,0,0,0.0783295953,2.5326569138,0.0261098651,0,0.0261098651,0.0783295953,6.7624550584,0.0261098651,17.571939206,6.083598566,8.4857061544,0.3655381113,1.9843497469,0.287208516,4.2036882795,1.6449215007,66.345167195,1.2010537942,27.154259694,5.5091815341,32.480672172,0.6005268971,85.797016687,3.0809640807,62.611456487,20.052376389,0.0522197302,2.7676456996,290.73334778
MAY04,0.1566591905,0.4699775716,0.3133183811,0.0522197302,0.0261098651,0.0783295953,0,37.310997214,1.8799102865,16.031457165,3.185403541,16.214226221,12.219416862,2.2454483978,9.9739684645,4.3864573352,1.7493609611,2.6370963741,14.282096204,0.8094058178,0.3133183811,2.036569477,11.122802528,68.825604378,132.42923574,76.867442826,75.640279167,1.2010537942,14.804293506,40.757499406,3.2115134061,95.170458254,28.799181195,221.986073,14.647634316,31.932365005,72.924853197,102.48122048,51.253665172,0.8877354131,6.1097084311,9.8434191391,0,34.412802189,14.595414585,2.7154259694,4.0992488192,7.5718608762,0.2088789207,547.44554135,89.374068204,0.2088789207,42.532970232,3.5509416523,2.5848766439,40.496400755,2.3498878581,0.0783295953,0,0.0783295953,2.036569477,0.0783295953,0,0.0261098651,0.0522197302,6.0052689708,0,19.895717199,7.3107622253,8.5640357496,0.1566591905,1.5665919054,0.2088789207,4.6475559861,1.9843497469,68.460066267,1.3838228498,28.459752948,4.6997757163,33.916714752,0.5483071669,79.034561628,3.6292712476,56.632297381,18.694663405,0.0783295953,3.5509416523,285.09361692
JUN04,0.0522197302,0.4177578414,0.287208516,0.0261098651,0,0.1044394604,0,34.099483808,1.7493609611,15.326490808,2.6632062392,14.3604258,9.3734415674,2.3498878581,7.0235537093,3.185403541,1.3838228498,1.8015806912,14.882623101,0.8094058178,0.0783295953,1.9321300167,12.062757672,62.01092959,115.01395572,63.211983384,61.880380264,1.3316031196,13.107152275,38.694820064,3.0809640807,84.047655726,27.154259694,211.30713818,14.020997554,30.078564584,67.180682877,100.02689316,60.052689708,0.7571860876,3.8642600334,24.62160278,0,30.809640807,13.263811466,2.2193385327,3.5509416523,7.2585424951,0.2349887858,513.92047457,97.363686922,0.3394282462,44.621759439,3.3681725967,3.3942824617,45.640044178,1.4882623101,0.0522197302,0,0.2088789207,1.148834064,0.0261098651,0,0,0.0522197302,6.6319057329,0.1044394604,16.449215007,5.0653138275,8.4595962893,0.4960874367,2.0887892072,0.287208516,3.9948093588,1.5927017705,59.34772335,0.6527466273,26.553732797,3.7859304381,28.355313488,0.7571860876,78.799572843,2.7937555647,57.076165087,18.72077327,0.2088789207,2.5587667789,277.02566861
JUL04,0.0783295953,0.3394282462,0.1305493255,0,0.0783295953,0.1305493255,0,37.65042546,1.723251096,16.501434737,3.759820573,15.665919054,10.809484147,2.323777993,8.4857061544,4.5692263908,2.2454483978,2.323777993,12.637174704,1.0182847385,0.0783295953,1.8015806912,9.7389796787,66.084068544,115.71892208,65.509651512,64.282487852,1.2271636592,15.039282292,35.169988277,4.6475559861,92.820570396,28.668631869,221.04611785,14.229876474,31.671266355,73.290391309,101.85458372,52.01085126,1.5404820403,4.2036882795,9.7911994089,0,36.475481531,12.741614164,2.036569477,3.0287443505,7.4413115507,0.2349887858,527.65426361,102.55955007,0.1827690556,46.841097972,3.7337107079,2.610986509,49.19098583,0.7832959527,0,0,0.0261098651,0.7049663574,0.0522197302,0,0,0,7.2585424951,0.0783295953,17.754708261,5.4569618039,9.817309274,0.2610986509,1.9060201516,0.2349887858,5.3264124784,2.0887892072,67.546220989,1.148834064,28.198654298,4.7258855813,33.472847046,0.3916479764,86.162554798,3.2376232712,62.037039455,20.652903286,0.2349887858,3.3159528665,301.12507409
AUG04,0.1827690556,0.2088789207,0.1305493255,0,0.0261098651,0.0522197302,0,41.149147382,1.9060201516,17.963587182,3.8642600334,17.415280015,12.062757672,2.7937555647,9.2690021071,3.185403541,1.4882623101,1.6971412309,11.462230775,0.7571860876,0.1044394604,2.1148990723,8.4857061544,68.251187346,110.94081677,59.974360112,59.19106416,0.7832959527,14.177656744,36.788799912,3.5509416523,93.708305809,28.120324702,219.71451474,13.185481871,28.87751079,72.950963062,104.70055901,63.864730011,1.4882623101,4.0209192239,9.7389796787,0,48.616568798,13.263811466,1.7493609611,3.6031613825,7.6763003366,0.2349887858,533.16344514,102.87286846,0.4960874367,44.543429844,3.8642600334,8.8773541307,45.091737011,1.9843497469,0.0261098651,0,0.0783295953,1.6710313658,0.0783295953,0,0,0.1305493255,7.4674214158,0.0261098651,19.242970572,5.0392039624,8.094058178,0.2088789207,1.6449215007,0.2088789207,4.3081277399,1.723251096,69.269472085,0.861625548,27.859226051,4.2297981446,36.318822341,0.574417032,86.084225203,3.2115134061,60.444337684,22.245605057,0.1827690556,2.9243048901,303.57940141
SEP04,0.0522197302,0.287208516,0.1044394604,0,0.0261098651,0.1566591905,0,35.953284229,1.3054932545,16.919192579,2.7676456996,14.960952697,11.383901179,3.3420627316,8.0418384478,3.6031613825,1.8015806912,1.8015806912,11.906098481,0.5483071669,0.0783295953,1.9582398818,9.3212218372,63.185873519,108.77369797,59.530492406,58.538317533,0.9921748734,12.402185918,36.841019642,3.0026344854,92.141713904,28.694741734,202.56033337,13.420470656,27.206479424,67.259012473,94.674370818,80.94058178,3.6553811126,3.2898430014,17.493609611,0,56.501748055,12.245526727,2.6370963741,1.9843497469,7.3890918206,0.2349887858,528.35922997,98.434191391,0.2349887858,45.561714583,3.8642600334,4.908654637,43.864573352,1.9060201516,0,0.0261098651,0.1305493255,1.5927017705,0,0,0.1566591905,0,7.9112891224,0,21.253430184,5.9008295104,9.1645626467,0.4699775716,1.8538004214,0.287208516,4.4125672003,2.1410089374,67.076243417,1.1749439291,27.989775377,5.4308519388,32.480672172,0.3916479764,79.45231947,3.6553811126,54.804606825,20.914001937,0.0783295953,6.6319057329,298.1224396
OCT04,0.2088789207,0.3916479764,0.2349887858,0,0.0783295953,0.0783295953,0,44.93507782,1.9060201516,20.574573691,3.9948093588,18.459674619,13.08104241,3.0287443505,10.05229806,3.6814909777,1.3316031196,2.3498878581,12.92438322,0.861625548,0.1305493255,1.8799102865,10.05229806,75.222521325,112.95127638,63.995279336,62.663676217,1.3316031196,12.506625378,36.449371666,2.5587667789,90.679561459,30.026344854,206.502923,14.960952697,28.82529106,64.883014749,97.833664493,41.175257247,1.0705044687,2.898195025,9.3734415674,0,27.833116186,11.958318211,2.1932286676,2.8459752948,6.7885649235,0.1305493255,495.85244793,95.588216096,0.3916479764,43.838463487,3.8642600334,3.9425896286,43.551254971,1.7754708261,0,0.0261098651,0.287208516,1.2793833894,0.0783295953,0,0,0.1044394604,8.0157285827,0,22.846131954,6.4230268122,9.1123429165,0.2349887858,1.7493609611,0.3655381113,4.6475559861,2.1148990723,79.191220819,1.6188116356,33.107308935,4.8042151766,39.660885072,0.8094058178,93.629976214,3.9948093588,65.796860028,23.733867367,0.1044394604,3.2115134061,320.60303344
NOV04,0.1566591905,0.3655381113,0.1827690556,0,0.0522197302,0.1305493255,0,45.274506067,2.0887892072,21.070661128,4.2036882795,17.911367452,10.574495362,2.6632062392,7.9112891224,3.6292712476,1.8015806912,1.8276905563,12.793833894,0.9138452782,0.1044394604,1.9060201516,9.8695290041,72.794303872,112.42907908,64.569696368,63.420862304,1.148834064,10.809484147,37.049898563,2.8720851599,98.904168962,31.201288783,220.55003042,16.083676896,37.415436674,66.893474361,100.15744249,50.418149489,1.9060201516,5.7180604548,7.4152016857,0,35.378867197,13.13326214,2.6370963741,2.8720851599,7.5457510111,0.0783295953,529.50806403,111.75022259,0.4438677065,48.616568798,4.5692263908,10.470055901,47.65050379,0.7571860876,0,0,0.2088789207,0.5221973018,0,0,0,0.0261098651,8.3551568289,0.0261098651,21.070661128,6.083598566,8.381266694,0.1827690556,1.8276905563,0.2349887858,4.5692263908,1.5665919054,77.128541477,1.9843497469,30.679091481,4.0209192239,40.444181025,1.0182847385,87.833586164,3.7859304381,60.366008089,23.498878581,0.1827690556,2.6370963741,325.04171051
DEC04,0.0522197302,0.4438677065,0.3133183811,0,0,0.1305493255,0,45.744483638,2.1410089374,20.182925715,4.4125672003,19.007981786,11.618889965,2.9243048901,8.6945850751,4.6736658512,2.1671188025,2.5065470487,11.096692663,0.7832959527,0.2349887858,1.3838228498,8.6945850751,73.629819555,115.14450505,63.107543923,61.201523772,1.9060201516,13.577129847,38.459831278,3.0548542156,93.003339452,31.305728243,200.68042308,14.386535665,30.679091481,66.005738948,89.60905699,36.397151936,0.8094058178,6.5274662726,7.0496635744,0,22.010616271,15.404820403,2.2454483978,3.0287443505,9.9739684645,0.1566591905,494.99082238,93.133888777,0.4177578414,41.410246033,3.9686994937,4.5953362559,42.741849153,0.1566591905,0,0,0.0261098651,0.0261098651,0.0261098651,0,0.0522197302,0.0261098651,10.15673752,0.0261098651,22.088945866,5.5614012642,8.6162554798,0.4960874367,1.7754708261,0.4699775716,4.2297981446,1.6449215007,79.086781359,1.6971412309,32.297903117,3.8903698985,41.201367113,0.4960874367,100.94073844,4.0992488192,70.94050345,25.822656574,0.0783295953,3.1070739457,323.37067914
JAN05,0.1020800338,0.3828001268,0.2552000845,0,0,0.1276000423,0,43.435054386,1.7098405663,19.931126601,4.1597613777,17.63432584,10.05488333,2.8327209382,7.222162392,4.517041496,1.9905606593,2.5264808368,10.590803508,0.6380002113,0.1786400592,1.3780804564,8.3960827808,69.08266288,128.41668253,66.811382128,65.407781663,1.4036004649,16.434885443,45.17041496,2.424400803,101.92691376,28.301689374,205.41054803,15.541685147,26.744968858,65.280181621,97.843712406,57.70073911,5.1040016904,3.9045612932,7.8601626033,0,40.832013524,14.061524657,2.8072009297,3.3431211072,7.7070425526,0.2041600676,538.24249827,89.294509574,0.4083201352,39.913293219,3.9556013101,4.8232815975,40.194013312,0.4338401437,0,0,0.1531200507,0.1531200507,0.0255200085,0,0.0765600254,0.0255200085,6.6096821891,0.0255200085,20.951926939,6.5076021553,9.0596030005,0.2296800761,1.9650406508,0.1786400592,4.9764016482,1.7098405663,78.703706067,1.1228803719,32.359370717,3.7769612509,41.444493726,0.7656002536,106.44395525,3.3686411157,75.870985128,27.051208959,0.1531200507,3.8790412847,322.67498687
FEB05,0.1276000423,0.1786400592,0.1531200507,0,0,0.0255200085,0,42.337694022,1.8884806255,20.44152677,3.5728011833,16.434885443,11.764723896,3.0113609974,8.7533628991,3.725921234,1.7353605748,1.9905606593,11.637123854,0.6635202198,0,1.9650406508,9.0085629836,69.771703108,111.52243694,57.062738899,55.914338519,1.1484003804,13.449044454,41.010653583,2.2968007607,82.097867191,26.898088909,192.88022388,14.954724953,27.485049103,57.981459203,92.458990622,60.456900023,0.8676802874,5.3847217834,10.310083415,0,43.894414538,13.831844581,2.4499208114,3.3941611241,7.7580825695,0.2296800761,489.98416228,94.041231146,0.4338401437,41.087213608,4.6191215299,3.7769612509,44.124094614,0.4848801606,0,0,0.0510400169,0.3062401014,0.0255200085,0,0.0255200085,0.0765600254,7.2987224173,0.1276000423,21.054006973,6.660722206,8.3705627723,0.5359201775,1.5567205156,0.280720093,4.1597613777,1.8374406086,65.637461739,1.2504804142,27.995449272,3.7769612509,32.614570802,0.5869601944,89.166909532,3.5217611664,61.937060514,23.478407776,0.2296800761,11.688163871,305.11722105
MAR05,0.0765600254,0.2552000845,0.2296800761,0,0,0.0255200085,0,42.082493938,2.0160806677,19.191046356,3.8024812594,17.072885655,12.760004226,2.7816809213,9.9783233048,3.7769612509,1.5312005071,2.2457607438,11.484003804,0.7400802451,0.1020800338,1.4036004649,9.2382430597,70.435223328,117.749319,62.396420666,61.477700361,0.9187203043,13.091764336,42.261133997,3.3431211072,94.347471248,27.969929264,200.4851864,14.495364801,27.816809213,59.180899601,98.992112786,65.331221638,1.1994403973,5.2316017327,7.3497624342,0,51.550417073,13.474564463,2.4754408199,3.1134410312,7.6049625188,0.280720093,522.70081312,90.085629836,0.4848801606,38.994572915,4.4149614622,5.3336817665,40.857533532,0.1786400592,0,0,0.0765600254,0.0510400169,0,0,0.0510400169,0,9.6465631949,0.0765600254,20.467046779,6.6096821891,9.4424031273,0.3572801183,2.2202407353,0.280720093,4.3639214453,2.2202407353,73.70178441,1.5567205156,30.751610185,3.9300813016,37.463372408,0.9187203043,91.208510208,3.496241158,60.788660133,26.898088909,0.0255200085,3.8790412847,306.21458142
APR05,0.1531200507,0.510400169,0.4083201352,0,0.0255200085,0.0765600254,0,37.744092501,1.582240524,15.745845215,3.4707211495,16.945285612,12.606884175,2.7816809213,9.8252032541,4.4149614622,1.9395206424,2.4754408199,9.9017632795,0.5359201775,0.1276000423,1.8374406086,7.4008024511,65.331221638,113.13019747,64.055221215,63.034420877,0.9952803296,11.917843947,37.157132306,3.3686411157,86.946668797,28.454809424,199.41334605,14.189124699,31.517210439,61.732900446,91.974110462,49.406736364,5.869601944,3.9556013101,9.2637630682,0.0255200085,30.292250033,12.326164082,2.2712807522,2.3478407776,7.5794425103,0.1276000423,493.0465633,92.178270529,0.1531200507,43.256414327,2.9603209805,4.006641327,41.801773845,1.6588005494,0,0,0.1786400592,1.3780804564,0.0255200085,0,0.0765600254,0,9.5189631527,0,18.399926094,6.5841621807,7.9877626455,0.1531200507,1.6588005494,0.3828001268,4.2108013946,1.582240524,67.628022398,1.2249604057,29.322489712,3.3686411157,33.711931165,0.8932002958,98.992112786,3.0624010143,70.537303362,25.239288359,0.1531200507,3.215521065,307.0567417
MAY05,0.1531200507,0.1786400592,0.1276000423,0,0,0.0510400169,0,37.055052273,1.582240524,16.48592546,3.3686411157,15.618245173,12.53032415,3.496241158,9.0340829921,3.9045612932,1.6077605325,2.2968007607,11.71368388,0.7145602367,0.1276000423,1.582240524,9.2892830766,65.535381705,109.50635627,59.538179719,58.389779339,1.1484003804,11.203283711,38.764892839,3.5983211918,106.06115513,29.092809636,196.5551051,12.173044032,27.306409044,64.79530146,92.280350563,79.673466388,2.0671206846,4.0832013524,10.335603423,0,63.187540928,13.19384437,2.7816809213,3.3176010988,6.8138422567,0.280720093,537.68105808,100.80403339,0.4083201352,46.650575451,3.7004012256,4.5936015214,45.451135053,0.2041600676,0,0,0.0765600254,0.0765600254,0,0,0.0510400169,0,7.0435223328,0.1020800338,18.476486119,8.1408826963,8.3705627723,0.4338401437,1.7864005917,0.3828001268,4.4404814707,1.3270404395,60.099619905,1.6077605325,24.422648089,3.6493612087,30.419850075,0.5614401859,80.821866768,2.6285608706,54.40865802,23.657047835,0.1276000423,3.6748812171,288.29953548
JUN05,0.0255200085,0.2041600676,0.1786400592,0,0,0.0255200085,0,37.718572492,1.9650406508,15.950005283,3.215521065,16.588005494,10.38664344,2.654080879,7.732562561,3.2665610819,1.582240524,1.6843205578,9.2892830766,0.7145602367,0.0255200085,0.8421602789,7.7070425526,60.890740167,107.69443567,58.160099263,57.062738899,1.0973603634,12.479284133,37.055052273,3.4196811326,90.825710081,26.719448849,194.20726432,13.066244328,27.944409255,66.479622018,86.716988721,33.278091022,1.4546404818,3.0368810058,4.517041496,0,24.269528038,11.38192377,2.3223207692,3.496241158,5.3081617581,0.2552000845,467.52655484,90.621550014,0.280720093,41.470013735,2.4754408199,3.5983211918,42.797054174,2.0926406931,0,0.0255200085,0.5359201775,1.4546404818,0.0765600254,0,0,0,7.3497624342,0.0255200085,15.950005283,6.2268820623,7.5794425103,0.280720093,1.7864005917,0.2552000845,3.9045612932,1.352560448,59.078819567,1.2760004226,27.127768985,3.3176010988,27.357449061,0.7145602367,98.76243271,3.0879210227,67.168662246,28.35272939,0.1531200507,3.215521065,291.61713658
JUL05,0.0765600254,0.2296800761,0.0765600254,0,0.0765600254,0.0765600254,0,39.785693177,1.7864005917,18.068165984,3.215521065,16.715605536,14.112564674,2.6030408621,11.509523812,3.6748812171,1.862960617,1.8119206001,11.177763702,0.6890402282,0.3828001268,1.1484003804,8.9575229667,69.057142872,100.31915323,55.531538392,53.974817876,1.5567205156,11.458483795,33.329131039,3.0113609974,95.572431654,29.832889881,220.21215293,12.989684302,28.556889458,91.974110462,86.691468712,48.717696135,2.0416006762,3.4452011411,6.0482420032,0,37.182652315,11.892323939,2.2968007607,2.424400803,6.8648822736,0.3062401014,509.55800877,97.307792228,0.7400802451,44.532414749,2.7051208959,4.0576813439,45.272494994,0.3572801183,0.0255200085,0.0510400169,0.1531200507,0.0255200085,0,0,0.0510400169,0.0510400169,8.804402916,0.0255200085,19.471766449,6.3800021131,8.8554429329,0.3062401014,1.4801604902,0.1276000423,5.359201775,1.582240524,64.591141393,1.2760004226,27.765769196,2.5775208537,32.97185092,1.4036004649,83.705627723,3.3686411157,56.041938561,24.141927996,0.1531200507,4.517041496,295.41961784
AUG05,0.0765600254,0.3317601099,0.1276000423,0,0,0.2041600676,0,37.514412425,1.5567205156,17.226005705,2.2712807522,16.460405452,12.351684091,2.8837609551,9.4679231358,3.6748812171,1.6077605325,2.0671206846,9.6976032118,0.5614401859,0.0765600254,1.7098405663,7.3497624342,63.64690108,94.628191341,51.524897065,50.325456668,1.1994403973,12.428244116,30.67505016,2.8327209382,93.173550859,24.550248131,206.25270831,14.036004649,30.419850075,71.966423835,89.830429752,60.763140125,12.122004015,3.0879210227,4.797761589,0,40.755453498,12.402724108,1.9395206424,2.5264808368,7.6304825272,0.3062401014,494.60328381,121.19452014,0.9952803296,50.478576719,5.2571217412,6.5331221638,57.930419187,2.3478407776,0.0255200085,0,0.1276000423,2.0671206846,0.0765600254,0,0.0255200085,0.0255200085,8.4981628146,0.0765600254,18.221286035,7.0180023244,8.3195227554,0.3317601099,1.1484003804,0.3828001268,4.5936015214,1.862960617,62.472980691,1.4036004649,27.561609128,3.2665610819,30.241210016,1.4291204733,91.51475031,3.1134410312,59.716819778,28.53136945,0.1531200507,6.150322037,327.24306838
