"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
APR11,0.1340249617,0.1786999489,0.0670124809,0,0,0.1116874681,0,34.801815055,1.7423245021,15.747933,3.2389365745,14.072620979,9.3147348383,2.390111817,6.9246230213,4.1324363192,2.4571242979,1.6753120213,6.5002106426,0.3797373915,0.0446749872,0.9828497192,5.0929485447,55.061921766,81.598864183,48.248986213,47.266136494,0.9828497192,7.639422817,25.710455153,2.4347868043,86.959862651,20.617506609,187.52325892,16.864807681,28.480304362,59.663445451,82.514701421,24.459555511,1.6753120213,0.6477873149,7.8404602596,0.3797373915,13.916258523,8.5329225617,2.8815366766,1.3625871106,4.1324363192,0.1563624553,412.12675723,80.638351958,0.7818122766,36.566477051,2.1890743745,7.9968227149,33.10416554,0.0223374936,0,0,0,0,0,0,0.0223374936,0,13.782233562,0,18.584794689,7.5500728426,7.1926729447,0.1116874681,0.5584373404,0.0446749872,4.4004862426,2.0773869064,87.294925055,2.4347868043,31.495866,4.4674987234,48.896773528,1.1168746809,80.057577124,2.8368616894,64.600031541,12.5983464,0.0223374936,3.5293239915,299.76916434
MAY11,0.1340249617,0.0223374936,0,0,0,0.0223374936,0,35.248564928,1.5412870596,15.837282974,4.0654238383,13.804571055,8.3988976,2.390111817,6.008785783,3.8867238894,2.0773869064,1.809336983,6.2098232255,0.7818122766,0.0446749872,1.2732371362,4.1100988255,53.900372098,84.79312577,48.740411072,47.623536392,1.1168746809,7.818122766,28.234591932,2.8368616894,75.724103362,19.70166937,200.56835519,15.546895557,29.64185403,61.517457421,93.862148179,26.983692289,1.4072620979,1.1392121745,6.9916355021,0.8041497702,16.641432745,7.818122766,2.8368616894,0.9381747319,3.7526989277,0.290387417,418.42593043,78.158890166,0.4020748851,35.159214953,2.2784243489,3.0155616383,37.30361434,0.469087366,0.0223374936,0,0.290387417,0,0,0.0223374936,0.0223374936,0.1116874681,13.179121234,0,19.321931979,6.6342356043,6.8129355532,0.3127249106,0.6477873149,0.0670124809,4.4228237362,1.3625871106,92.745273498,2.4347868043,34.109352753,4.7578861404,51.4432478,1.3625871106,69.134542745,2.1667368809,53.78868463,13.134446247,0.0446749872,3.5739989787,291.39260423
JUN11,0.1116874681,0.1340249617,0.0446749872,0,0.0223374936,0.0670124809,0,33.930652804,1.7869994894,15.234170647,3.8420489021,13.067433766,8.4212350936,2.8145241957,5.6067108979,3.3282865489,1.7423245021,1.5859620468,5.8300858341,0.4244123787,0.0670124809,0.759474783,4.5791861915,51.755972711,78.560965051,47.087436545,46.126924319,0.9605122255,7.6170853234,23.856443183,2.8368616894,76.282540702,19.612319396,194.29151948,16.284032847,32.367028251,57.854108468,87.786349915,29.820553979,1.0945371872,0.5584373404,9.6497972426,0.8934997447,17.624282464,9.6944722298,2.9485491575,1.0051872128,5.4950234298,0.2457124298,411.09923253,83.18482623,0.9381747319,38.063089123,2.8368616894,3.3059490553,38.04075163,0.5584373404,0.1340249617,0.0670124809,0.3127249106,0,0,0,0.0223374936,0.0223374936,11.771859136,0,18.249732285,6.589560617,7.058647983,0.2010374426,1.1615496681,0.0223374936,4.1547738128,1.518949566,86.669475234,2.4124493106,30.714053723,4.1771113064,49.365860894,1.7199870085,62.120569749,2.1890743745,47.154449026,12.754708855,0.0223374936,4.1994488,282.12254438
JUL11,0.1116874681,0.1116874681,0.0446749872,0,0.0223374936,0.0446749872,0,35.717652294,1.7423245021,15.859620468,3.8643863958,14.251320928,8.2648726383,2.9038741702,5.3609984681,3.0155616383,1.5636245532,1.4519370851,5.4950234298,0.7371372894,0.1116874681,1.0051872128,3.6410114596,52.716484936,72.775554204,44.406937311,43.580450047,0.8264872638,5.539698417,22.828918477,2.7475117149,82.961451294,18.919857094,177.11398689,15.144820672,29.530166562,57.094633685,75.34436597,24.124493106,1.0945371872,1.340249617,5.8300858341,0.6701248085,15.18949566,8.689285017,3.5963364723,1.1392121745,3.8197114085,0.1340249617,387.33213932,85.351563111,0.290387417,40.542550915,3.1719240936,3.0825741192,38.264126566,0.0670124809,0,0,0.0670124809,0,0,0,0,0,12.553671413,0,18.495444715,6.3885231745,6.589560617,0.290387417,0.6031123277,0.1563624553,4.3111362681,1.2285621489,95.716160149,2.1220618936,34.020002779,4.8695736085,54.704521868,0.6701248085,69.179217732,3.0155616383,51.979347647,14.161970953,0.0223374936,4.9142485958,299.9255268
AUG11,0,0.2457124298,0.1563624553,0,0,0.0893499745,0,36.99088943,1.6082995404,16.708445226,4.2441237872,14.430020877,9.9625221532,2.5241367787,7.4383853745,2.859199183,1.4072620979,1.4519370851,7.1926729447,0.6254498213,0.0670124809,1.2285621489,5.2716484936,57.250996141,75.433715945,47.288473987,46.484324217,0.8041497702,6.2098232255,21.935418732,2.9038741702,84.190013443,16.686107732,174.32180019,15.680920519,30.4460038,53.632322175,74.562553694,33.081828047,1.8316744766,0.6254498213,10.610309468,0.8711622511,19.14323203,9.4264223064,3.0825741192,1.4742745787,4.7802236341,0.0893499745,396.04376183,96.363947464,0.4914248596,44.540962272,2.859199183,3.730361434,44.741999715,0.3350624043,0.0446749872,0,0.1116874681,0.0670124809,0.0223374936,0,0.0223374936,0.0670124809,13.536521132,0,18.562457196,8.8009724851,8.6669475234,0.1563624553,0.9828497192,0,5.4726859362,2.0550494128,92.655923524,2.1890743745,34.176365234,3.7526989277,52.537784987,0.6477873149,70.385442387,2.8145241957,52.694147443,14.876770749,0,5.1152860383,315.07034747
SEP11,0.0670124809,0.1563624553,0.0670124809,0,0,0.0893499745,0,36.454789583,1.6976495149,16.172345379,4.4674987234,14.117295966,8.7339600043,2.1890743745,6.5448856298,3.5516614851,1.7646619957,1.7869994894,6.9469605149,0.4914248596,0.0893499745,0.9828497192,5.3833359617,55.910746524,79.7895272,49.723260792,48.762748566,0.9605122255,6.2098232255,23.856443183,3.0155616383,76.840978043,19.545306915,190.67284552,17.021170136,29.351466613,55.955421511,88.344787255,26.268892494,1.2955746298,0.8711622511,6.2321607192,0.9605122255,16.909482668,9.3147348383,2.9038741702,1.2062246553,5.1376235319,0.0670124809,405.44784664,88.791537128,0.6924623021,40.475538434,2.9485491575,4.5791861915,40.095801043,0.4020748851,0.0446749872,0.0446749872,0.1786999489,0,0.0893499745,0,0,0.0446749872,13.045096272,0,19.992056787,8.6446100298,7.0139729958,0.2680499234,0.9381747319,0.0670124809,3.9537363702,1.7869994894,92.789948485,1.8986869575,35.315577409,4.2887987745,51.286885345,1.630637034,68.754805353,2.9932241447,51.286885345,14.340670902,0.1340249617,4.0654238383,305.13016281
OCT11,0.0893499745,0.1563624553,0.0446749872,0.0223374936,0.0223374936,0.0670124809,0,39.626713677,1.8316744766,19.009207068,4.9142485958,13.871583536,8.4212350936,2.4124493106,6.008785783,3.1942615872,1.7869994894,1.4072620979,6.9692980085,0.5360998468,0.0446749872,0.9158372383,5.4726859362,58.457220796,81.08510183,49.901960741,48.829761047,1.0721996936,6.0534607702,25.129680319,2.680499234,86.736487715,19.858031826,199.36213053,16.55208277,28.569654336,60.64629517,93.594098255,27.117717251,1.4072620979,0.8711622511,7.5500728426,1.4742745787,15.814945481,15.904295455,3.1049116128,0.8264872638,11.771859136,0.2010374426,432.74426384,99.066784192,0.9381747319,43.446425085,3.909061383,6.7012480851,44.071874906,0.5360998468,0.0670124809,0,0.4020748851,0.0223374936,0,0,0.0223374936,0.0223374936,12.419646451,0,21.689706302,9.158372383,7.058647983,0.2680499234,1.0051872128,0.0446749872,4.4228237362,1.3179121234,100.25067135,2.0327119192,38.487501502,4.9142485958,54.816209336,1.0051872128,74.450866226,3.1272491064,52.962197366,18.361419753,0,4.4451612298,330.08114318
NOV11,0.0670124809,0.1786999489,0.0893499745,0,0.0223374936,0.0670124809,0,41.480725647,1.4966120723,19.545306915,5.2269735064,15.211833153,11.034721847,2.7698492085,8.2648726383,2.3677743234,0.8711622511,1.4966120723,7.818122766,0.580774834,0.0670124809,0.8711622511,6.2991732,62.947057013,82.983788787,52.828172404,51.621947749,1.2062246553,6.768260566,23.387355817,2.9262116638,78.583302545,20.706856583,189.91337073,17.445582515,28.927054234,54.012059566,89.528674417,33.282865489,1.2955746298,0.4914248596,9.0466849149,1.2955746298,21.153606455,9.5604472681,3.2165990809,1.0721996936,5.0929485447,0.1786999489,417.95684307,88.456474724,0.6031123277,39.559701196,3.4623115106,2.9932241447,41.838125545,0.6924623021,0,0,0.3350624043,0.0223374936,0.3127249106,0,0,0.0223374936,12.799383843,0,21.443993872,8.7116225107,7.1033229702,0.1786999489,1.0498622,0.0446749872,4.2664612809,1.5636245532,105.63400732,2.2784243489,38.35347654,4.7578861404,60.244220285,1.6529745277,78.449277583,3.0602366255,54.793871843,20.483481647,0.1116874681,4.7802236341,329.72374328
DEC11,0.0670124809,0.1116874681,0.0446749872,0,0.0223374936,0.0446749872,0,39.068276336,1.7646619957,18.361419753,5.249311,13.692883587,8.2648726383,2.3230993362,5.9417733021,3.1719240936,1.4519370851,1.7199870085,7.3490354,0.4244123787,0.1563624553,1.4072620979,5.3609984681,58.032808417,89.037249558,52.426097519,51.242210358,1.1838871617,8.6446100298,27.966542009,3.2612740681,78.918364949,21.823731264,195.45306915,17.892332387,32.657415668,59.03799563,85.865325464,24.370205536,1.630637034,0.4914248596,5.4726859362,0.8934997447,15.881957962,9.8731721787,3.2389365745,1.1168746809,5.249311,0.2680499234,422.7370667,94.576947975,0.8934997447,42.329550404,2.9038741702,7.8404602596,40.609563396,0.1786999489,0,0,0.0670124809,0.0893499745,0.0223374936,0,0,0,17.534932489,0,22.739568502,8.7562974979,6.9469605149,0.2457124298,1.0275247064,0.0670124809,4.1547738128,1.4519370851,110.235531,2.7698492085,40.877613319,3.9313988766,62.656669596,0.9828497192,87.898037383,2.9038741702,57.340346115,27.497454643,0.1563624553,3.3952990298,353.24512406
JAN12,0.1751050138,0.1751050138,0.0437762534,0,0,0.1313287603,0,38.194781126,2.1669245453,16.656864434,4.2462965837,15.124695564,9.1930132224,2.9330089805,6.2600042419,3.5896527821,1.9042670246,1.6853857574,7.1355293107,0.4596506611,0.0875525069,0.9630775757,5.625248567,58.463186469,93.418524841,53.647798591,52.268846607,1.3789519834,10.94406336,28.82666289,2.889232727,80.964180737,23.310854957,187.31858847,19.0864465,30.074286113,61.987174871,76.170680986,24.383373166,1.0506300826,0.8098606886,7.8797256192,0.941189449,13.701967327,9.4337826163,2.8235683469,0.941189449,5.4063672998,0.2626575206,421.71853751,75.864247212,0.3064337741,35.042890879,2.9330089805,1.9480432781,35.6338703,0.2626575206,0,0,0.2407693939,0,0,0,0.0218881267,0,11.841476556,0,23.179526196,7.9672781261,7.0917530573,0.2188812672,0.7879725619,0.0437762534,4.5089541043,1.5321688704,100.42272539,2.8016802202,38.479326774,4.5089541043,54.632764293,1.4008401101,77.746626109,2.7579039667,50.474020216,24.42714942,0.0875525069,4.7059472448,310.48307752
FEB12,0.0437762534,0.1969931405,0.1313287603,0,0.0437762534,0.0218881267,0,36.224849722,1.4665044902,16.153437519,4.0930796966,14.511828015,11.556930908,2.5609108262,8.9960200819,3.5239884019,1.9918195315,1.5321688704,7.3544105779,0.4377625344,0.0218881267,1.3789519834,5.5158079334,58.900949004,88.034045668,51.064999638,49.861152668,1.2038469696,10.046650164,26.922395866,2.6922395866,73.281448259,23.048197436,190.57991935,16.678752561,30.468272394,58.835284623,84.597609773,24.536590053,3.1081139942,0.8317488154,4.6621709914,0.5034269146,15.431129338,9.4775588698,3.1956665011,1.1162944627,4.9467166387,0.2188812672,411.64999922,84.663274153,0.5253150413,37.341144184,3.1956665011,3.9617509363,39.63939749,0.2626575206,0.0656643802,0,0.1751050138,0,0,0,0,0.0218881267,11.272385261,0,20.815608511,8.4269287872,6.3037804954,0.1313287603,0.941189449,0.0218881267,3.9398628096,1.2695113498,90.48551586,2.2325889254,38.194781126,4.0055271898,46.052618619,0.700420055,70.304663025,2.889232727,44.826883523,22.566658648,0.0218881267,4.530842231,297.7660759
MAR12,0,0.1094406336,0.0656643802,0,0.0218881267,0.0218881267,0,38.763872421,1.5540569971,16.48175942,4.9686047654,15.759451238,9.1273488422,2.3639176858,6.7634311565,3.3926596416,1.8386026445,1.5540569971,6.6102142694,0.8098606886,0.1313287603,0.8536369421,4.8153878784,58.003535808,93.571741728,58.747732116,57.631437654,1.1162944627,8.4050406605,26.418968951,2.9986733606,78.031171757,27.776032808,218.20273527,16.831969448,32.657085066,69.210256689,99.503424069,31.956665011,1.2038469696,0.941189449,10.243643305,0.6128675482,18.95511774,9.6526638835,3.3488833882,1.3570638566,4.7278353715,0.2188812672,462.18968382,88.471808202,0.5690912947,40.449258179,3.0643377408,4.8372760051,39.551844983,0.4815387878,0,0.0218881267,0.2188812672,0.0656643802,0.0656643802,0,0.0218881267,0.0875525069,10.265531432,0,21.581692946,9.4118944896,8.0767187597,0.5034269146,1.094406336,0.0656643802,4.7278353715,1.6853857574,98.255800846,2.2107007987,39.026529942,4.3557372173,52.662832888,1.1600707162,69.845012364,3.130002121,45.352198564,21.319035425,0.0437762534,6.1286754816,313.67874402
APR12,0.153216887,0.1969931405,0.153216887,0,0,0.0437762534,0,34.23303019,1.4008401101,15.365464957,3.6334290355,13.833296087,7.4200749581,1.9699314048,5.4501435533,3.5458765286,1.9042670246,1.641609504,6.0630111014,0.547203168,0.0875525069,0.8536369421,4.5746184845,51.612202806,91.382929056,55.92416377,54.85164556,1.0725182093,8.8646913216,26.594073965,2.8673446003,73.018790738,23.442183717,200.56090514,16.503647547,28.848551017,60.236124733,94.972581838,26.681626472,1.8604907712,0.6785319283,7.7921731123,1.1600707162,15.190359944,9.1930132224,3.1956665011,1.1162944627,4.7497234982,0.1313287603,427.14679294,71.377181234,0.9193013222,32.941630714,2.4952464461,2.3858058125,32.63519694,0.0218881267,0,0,0,0.0218881267,0,0,0,0,9.2367894758,0,18.911341486,6.8290955366,7.2230818176,0.3720981542,1.3789519834,0,4.377625344,1.094406336,91.142159662,2.2982533056,37.10037479,4.2025203302,47.541011236,0.700420055,67.743752198,3.2394427546,44.060799087,20.443510356,0,3.5021002752,276.68780987
MAY12,0.1094406336,0.0875525069,0.0875525069,0,0,0,0,33.751491402,1.7729382643,14.730709283,3.9617509363,13.286092919,8.1423831398,1.9480432781,6.1943398618,3.8960865562,2.4295820659,1.4665044902,7.2011936909,0.4158744077,0.0875525069,1.1819588429,5.5158079334,53.18814793,86.28299553,52.837937902,51.809195946,1.0287419558,7.1355293107,26.309528317,2.582798953,87.289849359,22.938756803,201.72097585,16.109661266,34.386247077,56.361926304,94.863141204,31.672119364,1.2038469696,1.0068538291,6.9385361702,0.6347556749,21.88812672,10.243643305,3.3926596416,1.1600707162,5.4501435533,0.2407693939,442.73113917,99.941186604,0.8974131955,44.936324156,2.9330089805,6.7853192832,44.389120988,0.3720981542,0,0,0.3502100275,0,0,0,0,0.0218881267,10.221755178,0,18.145257051,6.4569973824,8.7114744346,0.2188812672,1.4008401101,0.1094406336,5.078045399,1.9042670246,90.835725888,1.8167145178,37.494361071,4.8372760051,46.687374294,0.7223081818,71.114523713,2.8235683469,46.534157407,21.75679796,0,5.3625910464,311.88391763
JUN12,0.0656643802,0.1313287603,0.0656643802,0,0,0.0656643802,0,31.30002121,1.7291620109,12.826442258,4.1587440768,12.585672864,7.5295155917,2.1231482918,5.4063672998,3.6990934157,2.3639176858,1.3351757299,6.3694448755,0.5253150413,0.0218881267,1.0506300826,4.771611625,49.095068233,77.856066743,46.731150547,46.030730492,0.700420055,6.8290955366,24.295820659,2.73601584,66.189695201,25.390226995,185.50187395,15.343576831,28.957991651,54.91730994,86.28299553,24.120715645,0.8317488154,0.547203168,6.3037804954,0.5690912947,15.868891872,8.1204950131,2.342029559,1.2038469696,4.5089541043,0.0656643802,389.91508939,87.574395007,0.6347556749,39.880166884,2.5390226995,4.4651778509,40.055271898,0.6128675482,0.1313287603,0.0218881267,0.3283219008,0.0437762534,0,0,0,0.0875525069,11.644483415,0.0218881267,18.101480797,6.7634311565,8.1861593933,0.4377625344,1.2257350963,0.1969931405,4.5965066112,1.7291620109,88.428031949,2.2325889254,36.027856581,4.6621709914,45.505415451,0.2407693939,71.464733741,2.7141277133,46.534157407,22.172672367,0.0437762534,4.5965066112,297.63474714
JUL12,0.1094406336,0.1094406336,0.0656643802,0,0,0.0437762534,0,33.773379529,1.5759451238,14.774485536,4.0493034432,13.373645426,8.4050406605,2.4514701926,5.9535704678,2.8673446003,1.488392617,1.3789519834,6.6758786496,0.5909794214,0.0656643802,1.2038469696,4.8153878784,51.940524707,76.302009746,44.301568481,43.404155286,0.8974131955,7.266858071,24.733583194,2.3201414323,74.222637708,22.107007987,186.26795839,14.139729861,26.878619612,53.604022337,91.645586577,22.741763662,1.4227282368,0.5253150413,5.1655979059,0.8317488154,14.796373663,8.6676981811,2.9767852339,0.9193013222,4.6621709914,0.1094406336,392.6292171,100.48838977,0.6785319283,45.264646057,3.1956665011,5.2969266662,46.052618619,0.1969931405,0,0,0.1313287603,0.0437762534,0,0.0218881267,0,0,12.454344104,0,19.874419062,6.3913330022,7.6170680986,0.153216887,1.0506300826,0.0437762534,4.6402828646,1.7291620109,93.287196081,2.0574839117,38.479326774,4.7497234982,48.000661897,0.8536369421,74.419630848,3.2394427546,46.884367434,24.186380026,0.1094406336,5.0342691456,320.61728019
AUG12,0.0875525069,0.1969931405,0.0875525069,0,0,0.1094406336,0,35.217995892,1.2695113498,15.168471817,4.5965066112,14.183506115,9.0179082086,2.1231482918,6.8947599168,3.0862258675,1.7729382643,1.3132876032,7.5732918451,0.5909794214,0.1313287603,1.3570638566,5.4939198067,55.179967461,75.864247212,46.118282999,45.067652916,1.0506300826,5.625248567,24.120715645,2.6046870797,79.497676247,21.056377905,176.57151825,14.380499255,29.505194819,50.430243963,82.255580214,27.206941513,2.3858058125,0.4158744077,10.309307685,0.5253150413,13.570638566,10.287419558,3.5677646554,1.0068538291,5.6033604403,0.1094406336,393.08886776,113.90581145,3.7866459226,49.883040795,3.1737783744,5.5595841869,51.502762172,0.153216887,0,0,0.1094406336,0,0,0,0.0218881267,0.0218881267,11.929029062,0,21.778686086,7.2011936909,9.4337826163,0.3283219008,1.3351757299,0.153216887,5.866017961,1.7510501376,94.447266797,2.0137076582,37.888347352,5.625248567,48.919963219,1.1162944627,80.022991288,3.0862258675,47.541011236,29.373866058,0.0218881267,5.4063672998,345.39463964
SEP12,0.1313287603,0.1313287603,0.0656643802,0,0,0.0656643802,0,35.611982173,1.5102807437,16.262878153,4.8810522586,12.957771018,11.556930908,2.7797920934,8.7771388147,3.5677646554,1.8823788979,1.6853857574,6.3037804954,0.2845456474,0.0875525069,0.8755250688,5.0561572723,57.303115753,76.083128479,45.965066112,44.870659776,1.094406336,6.5226617626,23.595400604,2.9111208538,72.821797597,20.180852836,178.30068026,15.124695564,28.345124102,48.854298839,85.976561756,26.068758924,1.9699314048,0.2188812672,7.3544105779,0.4596506611,16.065885012,8.4269287872,3.0424496141,0.700420055,4.5089541043,0.1751050138,384.79326774,92.95887418,0.393986281,43.9075822,2.0137076582,3.3051071347,43.338490906,0.0218881267,0,0,0.0218881267,0,0,0,0,0,12.038469696,0,22.632323028,7.5732918451,6.9166480435,0.1313287603,0.8974131955,0.0437762534,4.7278353715,1.1162944627,94.578595557,1.9699314048,37.800794845,4.6621709914,50.145698316,0.3283219008,74.332078341,3.3926596416,47.344018095,23.551624351,0.0437762534,5.9535704678,317.33406119
OCT12,0.0656643802,0.153216887,0.1094406336,0,0,0.0437762534,0,37.10037479,1.488392617,17.094626968,5.2969266662,13.220428539,9.8058807706,2.7797920934,7.0260886771,4.4432897242,2.7141277133,1.7291620109,7.4638512115,0.5253150413,0.0656643802,1.7729382643,5.0999335258,59.032277764,93.921951756,56.996681979,55.814723136,1.1819588429,7.507627465,29.417642312,3.3051071347,101.77978925,23.617288731,201.17377268,17.488613249,29.198761044,55.967940023,98.518458367,37.647577958,2.4076939392,0.6128675482,12.191686583,0.5690912947,21.866238593,8.6676981811,2.3858058125,0.7660844352,5.3625910464,0.153216887,470.11318569,116.68560354,2.7797920934,45.11142917,3.436435895,16.941410081,48.416536305,0.153216887,0,0,0.1094406336,0,0,0,0,0.0437762534,9.149236969,0,25.105681348,8.0329425062,10.024762038,0.3502100275,1.7510501376,0.0656643802,6.019234848,1.8386026445,98.015031452,1.7291620109,41.390447628,4.8810522586,50.014369555,0.2845456474,73.500329526,3.5677646554,45.680520465,24.186380026,0.0656643802,5.5376960602,346.48904598
NOV12,0.0875525069,0.2626575206,0.153216887,0,0,0.1094406336,0,40.383593798,1.5321688704,18.495467078,4.6621709914,15.693786858,10.068538291,2.188812672,7.8797256192,3.7428696691,1.794826391,1.9480432781,6.960424297,0.4158744077,0.1313287603,1.4665044902,4.9467166387,61.505636083,86.611317431,56.537031318,55.311296221,1.2257350963,6.172451735,23.901834378,3.283219008,76.236345366,25.477779502,207.71832257,18.254697684,32.70086132,55.070526828,101.69223674,54.961086194,0.8098606886,0.6128675482,10.8127346,1.2038469696,41.521776388,10.768958346,3.1518902477,0.9849657024,6.3694448755,0.2626575206,465.05702842,109.74706737,0.8755250688,46.731150547,3.1737783744,12.913994765,46.052618619,0.3283219008,0,0.0437762534,0.2407693939,0,0,0,0.0218881267,0.0218881267,13.526862313,0,24.120715645,7.6170680986,8.602033801,0.1751050138,1.4446163635,0.0656643802,5.7346892006,1.1819588429,104.42825258,2.342029559,41.871986415,4.9904928922,55.223743715,0.4158744077,79.47578812,3.5021002752,50.233250822,25.674772643,0.0656643802,6.8728717901,355.13485603
DEC12,0.1751050138,0.1969931405,0.153216887,0,0,0.0437762534,0,39.595621236,2.035595785,18.429802698,5.1874860326,13.942736721,8.4269287872,2.5171345728,5.9097942144,3.6334290355,2.2544770522,1.3789519834,7.7265087322,0.7441963085,0.1969931405,1.0068538291,5.7784654541,59.754585946,85.713904236,55.552065615,54.260666139,1.2695113498,6.2162279885,23.945610632,2.73601584,79.300683107,23.858058125,197.32146238,17.598053883,30.927923055,50.036257682,98.759227761,37.822682972,1.5978332506,1.0725182093,16.722528814,0.8536369421,17.576165756,9.3243419827,3.5021002752,0.6566438016,5.0999335258,0.0656643802,436.07714864,100.61971853,0.5909794214,45.17709355,2.8235683469,4.6183947379,47.409682476,0.2407693939,0,0,0.0656643802,0.0437762534,0,0,0,0.1313287603,17.68560639,0,28.016802202,8.7990269414,8.4488169139,0.3283219008,1.0068538291,0,6.0630111014,1.0506300826,113.90581145,2.5171345728,45.089541043,4.9904928922,61.308642943,0.8098606886,86.720758065,3.983639063,56.274373797,26.440857078,0.0218881267,4.6402828646,369.88745344
JAN13,0.107461619,0.1289539428,0.0214923238,0.0214923238,0,0.0859692952,0,34.473687378,1.9772937898,15.452980813,4.6423419412,12.401070834,8.7688681111,2.4071402658,6.3617278453,3.030417656,1.9343091421,1.0961085139,6.8775436165,0.5802927426,0.1289539428,0.7092466855,5.4590502456,53.386932323,84.980648312,52.097392895,50.979792057,1.1176008377,7.1999284735,25.683326943,2.8584790656,75.803426048,23.663048506,201.79142817,18.37593685,30.347161208,55.751087941,97.317242174,36.365011872,3.3313101893,0.7092466855,11.949732034,0.6017850664,19.772937898,9.4996071203,3.7611566653,0.7952159807,4.7498035602,0.1934309142,434.9616491,89.171651453,0.5588004188,40.126168538,3.2668332178,4.5563726459,40.663476633,0.1289539428,0,0,0.107461619,0,0,0,0,0.0214923238,11.820778091,0,26.822420104,8.124098397,7.7372365686,0.2794002094,0.8811852759,0.0644769714,5.20114236,1.3110317519,97.811565621,2.1277400564,39.266475586,5.9748660169,50.442483962,0.5802927426,71.096607136,2.4716172372,46.079542231,22.50246302,0.0429846476,4.5563726459,317.8499767
FEB13,0.0859692952,0.107461619,0.0429846476,0,0.0214923238,0.0429846476,0,34.495179702,1.1820778091,16.119242851,4.8572651792,12.336593862,8.5969295207,2.2996786468,6.2972508739,3.3098178655,1.7838628755,1.5259549899,5.416065598,0.4943234474,0.1289539428,0.9456622473,3.8471259605,52.0114236,81.176506999,52.484254724,51.5600848,0.9241699235,5.8674043978,22.824847877,2.2996786468,64.584433024,23.641556182,181.39521289,15.904319613,28.455836713,49.926668191,87.108388368,36.622919758,2.6650481514,0.4513387998,17.408782279,0.9886468949,15.109103633,8.446483254,2.9444483608,0.5588004188,4.7283112364,0.214923238,398.16679075,83.304247055,0.7092466855,36.880827644,2.9874330084,3.6751873701,39.051552348,0.2794002094,0.0644769714,0.0429846476,0.1289539428,0.0214923238,0,0,0,0.0214923238,10.445269368,0,21.148446621,6.2757585501,7.4148517116,0.2364155618,0.7737236569,0,5.1366653886,1.2680471043,84.335878598,1.8913244945,34.344733435,4.878757503,43.221063165,1.1176008377,63.144447329,2.8799713894,40.08318389,20.159799726,0.0214923238,4.9002498268,282.36615011
